timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-23T10:35:29,datachain,6c874b0c-28f6-491d-8bed-27825b6b4dec,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,7.28549739997834,1.4375287402415832e-06,1.9731374006747393e-07,2.3929838176,0.0,10.0,2.7355637147611845e-06,0.0,1.188119250032792e-05,1.4616756215089102e-05,0.0,Brazil,BRA,ceará,,,Windows-11-10.0.26200-SP0,3.12.0,3.2.8,4,13th Gen Intel(R) Core(TM) i5-1334U,0,,-39.0159,-4.9702,15.692092895507812,machine,0.0,0,91.53999999999999,14.369808959960938,N,1.0,0.0
